Tool;View;ChangeSet;RunIndex;Iteration;PhaseName;MetricName;MetricValue
NMF-Incremental_DisabledTieredPGO;Q1;1;3;0;Load;Time;61455400
NMF-Incremental_DisabledTieredPGO;Q1;1;3;0;Load;Memory;76939264
NMF-Incremental_DisabledTieredPGO;Q1;1;3;0;Initial;Time;394372100
NMF-Incremental_DisabledTieredPGO;Q1;1;3;0;Initial;Memory;91750400
NMF-Incremental_DisabledTieredPGO;Q1;1;3;0;Initial;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;1;Update;Time;24659000
NMF-Incremental_DisabledTieredPGO;Q1;1;3;1;Update;Memory;92143616
NMF-Incremental_DisabledTieredPGO;Q1;1;3;1;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;2;Update;Time;5312700
NMF-Incremental_DisabledTieredPGO;Q1;1;3;2;Update;Memory;88875008
NMF-Incremental_DisabledTieredPGO;Q1;1;3;2;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;3;Update;Time;208900
NMF-Incremental_DisabledTieredPGO;Q1;1;3;3;Update;Memory;85118976
NMF-Incremental_DisabledTieredPGO;Q1;1;3;3;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;4;Update;Time;1874200
NMF-Incremental_DisabledTieredPGO;Q1;1;3;4;Update;Memory;84074496
NMF-Incremental_DisabledTieredPGO;Q1;1;3;4;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;5;Update;Time;323800
NMF-Incremental_DisabledTieredPGO;Q1;1;3;5;Update;Memory;84205568
NMF-Incremental_DisabledTieredPGO;Q1;1;3;5;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;6;Update;Time;299900
NMF-Incremental_DisabledTieredPGO;Q1;1;3;6;Update;Memory;84336640
NMF-Incremental_DisabledTieredPGO;Q1;1;3;6;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;7;Update;Time;316800
NMF-Incremental_DisabledTieredPGO;Q1;1;3;7;Update;Memory;84467712
NMF-Incremental_DisabledTieredPGO;Q1;1;3;7;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;8;Update;Time;3360700
NMF-Incremental_DisabledTieredPGO;Q1;1;3;8;Update;Memory;84729856
NMF-Incremental_DisabledTieredPGO;Q1;1;3;8;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;9;Update;Time;234400
NMF-Incremental_DisabledTieredPGO;Q1;1;3;9;Update;Memory;84860928
NMF-Incremental_DisabledTieredPGO;Q1;1;3;9;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;10;Update;Time;838600
NMF-Incremental_DisabledTieredPGO;Q1;1;3;10;Update;Memory;85123072
NMF-Incremental_DisabledTieredPGO;Q1;1;3;10;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;11;Update;Time;280300
NMF-Incremental_DisabledTieredPGO;Q1;1;3;11;Update;Memory;85254144
NMF-Incremental_DisabledTieredPGO;Q1;1;3;11;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;12;Update;Time;232400
NMF-Incremental_DisabledTieredPGO;Q1;1;3;12;Update;Memory;85516288
NMF-Incremental_DisabledTieredPGO;Q1;1;3;12;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;13;Update;Time;212600
NMF-Incremental_DisabledTieredPGO;Q1;1;3;13;Update;Memory;85516288
NMF-Incremental_DisabledTieredPGO;Q1;1;3;13;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;14;Update;Time;2273400
NMF-Incremental_DisabledTieredPGO;Q1;1;3;14;Update;Memory;85778432
NMF-Incremental_DisabledTieredPGO;Q1;1;3;14;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;15;Update;Time;209400
NMF-Incremental_DisabledTieredPGO;Q1;1;3;15;Update;Memory;85909504
NMF-Incremental_DisabledTieredPGO;Q1;1;3;15;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;16;Update;Time;154900
NMF-Incremental_DisabledTieredPGO;Q1;1;3;16;Update;Memory;85909504
NMF-Incremental_DisabledTieredPGO;Q1;1;3;16;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;17;Update;Time;809200
NMF-Incremental_DisabledTieredPGO;Q1;1;3;17;Update;Memory;86171648
NMF-Incremental_DisabledTieredPGO;Q1;1;3;17;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;18;Update;Time;428200
NMF-Incremental_DisabledTieredPGO;Q1;1;3;18;Update;Memory;86831104
NMF-Incremental_DisabledTieredPGO;Q1;1;3;18;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;19;Update;Time;795000
NMF-Incremental_DisabledTieredPGO;Q1;1;3;19;Update;Memory;86831104
NMF-Incremental_DisabledTieredPGO;Q1;1;3;19;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;3;20;Update;Time;206700
NMF-Incremental_DisabledTieredPGO;Q1;1;3;20;Update;Memory;86831104
NMF-Incremental_DisabledTieredPGO;Q1;1;3;20;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Initialization;Time;386821300
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Initialization;Memory;73924608
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Load;Time;66915500
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Load;Memory;77201408
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Initial;Time;350917200
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Initial;Memory;91095040
NMF-Incremental_DisabledTieredPGO;Q1;1;4;0;Initial;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;1;Update;Time;25196600
NMF-Incremental_DisabledTieredPGO;Q1;1;4;1;Update;Memory;91357184
NMF-Incremental_DisabledTieredPGO;Q1;1;4;1;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;2;Update;Time;5032600
NMF-Incremental_DisabledTieredPGO;Q1;1;4;2;Update;Memory;88092672
NMF-Incremental_DisabledTieredPGO;Q1;1;4;2;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;3;Update;Time;185600
NMF-Incremental_DisabledTieredPGO;Q1;1;4;3;Update;Memory;84336640
NMF-Incremental_DisabledTieredPGO;Q1;1;4;3;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;4;Update;Time;1733000
NMF-Incremental_DisabledTieredPGO;Q1;1;4;4;Update;Memory;83161088
NMF-Incremental_DisabledTieredPGO;Q1;1;4;4;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;5;Update;Time;321800
NMF-Incremental_DisabledTieredPGO;Q1;1;4;5;Update;Memory;83292160
NMF-Incremental_DisabledTieredPGO;Q1;1;4;5;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;6;Update;Time;278100
NMF-Incremental_DisabledTieredPGO;Q1;1;4;6;Update;Memory;83423232
NMF-Incremental_DisabledTieredPGO;Q1;1;4;6;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;7;Update;Time;334800
NMF-Incremental_DisabledTieredPGO;Q1;1;4;7;Update;Memory;83554304
NMF-Incremental_DisabledTieredPGO;Q1;1;4;7;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;8;Update;Time;2302900
NMF-Incremental_DisabledTieredPGO;Q1;1;4;8;Update;Memory;83816448
NMF-Incremental_DisabledTieredPGO;Q1;1;4;8;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;9;Update;Time;346000
NMF-Incremental_DisabledTieredPGO;Q1;1;4;9;Update;Memory;84078592
NMF-Incremental_DisabledTieredPGO;Q1;1;4;9;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;10;Update;Time;668000
NMF-Incremental_DisabledTieredPGO;Q1;1;4;10;Update;Memory;84340736
NMF-Incremental_DisabledTieredPGO;Q1;1;4;10;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;11;Update;Time;263800
NMF-Incremental_DisabledTieredPGO;Q1;1;4;11;Update;Memory;84471808
NMF-Incremental_DisabledTieredPGO;Q1;1;4;11;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;12;Update;Time;276100
NMF-Incremental_DisabledTieredPGO;Q1;1;4;12;Update;Memory;84733952
NMF-Incremental_DisabledTieredPGO;Q1;1;4;12;Update;Elements;167197|404236|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;13;Update;Time;288400
NMF-Incremental_DisabledTieredPGO;Q1;1;4;13;Update;Memory;84733952
NMF-Incremental_DisabledTieredPGO;Q1;1;4;13;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;14;Update;Time;2355000
NMF-Incremental_DisabledTieredPGO;Q1;1;4;14;Update;Memory;84996096
NMF-Incremental_DisabledTieredPGO;Q1;1;4;14;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;15;Update;Time;190000
NMF-Incremental_DisabledTieredPGO;Q1;1;4;15;Update;Memory;85127168
NMF-Incremental_DisabledTieredPGO;Q1;1;4;15;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;16;Update;Time;133000
NMF-Incremental_DisabledTieredPGO;Q1;1;4;16;Update;Memory;85127168
NMF-Incremental_DisabledTieredPGO;Q1;1;4;16;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;17;Update;Time;912100
NMF-Incremental_DisabledTieredPGO;Q1;1;4;17;Update;Memory;85389312
NMF-Incremental_DisabledTieredPGO;Q1;1;4;17;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;18;Update;Time;390900
NMF-Incremental_DisabledTieredPGO;Q1;1;4;18;Update;Memory;86048768
NMF-Incremental_DisabledTieredPGO;Q1;1;4;18;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;19;Update;Time;839600
NMF-Incremental_DisabledTieredPGO;Q1;1;4;19;Update;Memory;86048768
NMF-Incremental_DisabledTieredPGO;Q1;1;4;19;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;1;4;20;Update;Time;121400
NMF-Incremental_DisabledTieredPGO;Q1;1;4;20;Update;Memory;86048768
NMF-Incremental_DisabledTieredPGO;Q1;1;4;20;Update;Elements;404236|167197|404315
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Initialization;Time;390951300
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Initialization;Memory;74055680
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Load;Time;84975500
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Load;Memory;81788928
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Initial;Time;475047800
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Initial;Memory;100007936
NMF-Incremental_DisabledTieredPGO;Q1;2;0;0;Initial;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;0;1;Update;Time;29674200
NMF-Incremental_DisabledTieredPGO;Q1;2;0;1;Update;Memory;100270080
NMF-Incremental_DisabledTieredPGO;Q1;2;0;1;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;0;2;Update;Time;4927900
NMF-Incremental_DisabledTieredPGO;Q1;2;0;2;Update;Memory;99913728
NMF-Incremental_DisabledTieredPGO;Q1;2;0;2;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;0;3;Update;Time;8700
NMF-Incremental_DisabledTieredPGO;Q1;2;0;3;Update;Memory;96202752
NMF-Incremental_DisabledTieredPGO;Q1;2;0;3;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;0;4;Update;Time;2066200
NMF-Incremental_DisabledTieredPGO;Q1;2;0;4;Update;Memory;92610560
NMF-Incremental_DisabledTieredPGO;Q1;2;0;4;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;5;Update;Time;5861600
NMF-Incremental_DisabledTieredPGO;Q1;2;0;5;Update;Memory;89665536
NMF-Incremental_DisabledTieredPGO;Q1;2;0;5;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;6;Update;Time;5653500
NMF-Incremental_DisabledTieredPGO;Q1;2;0;6;Update;Memory;90058752
NMF-Incremental_DisabledTieredPGO;Q1;2;0;6;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;7;Update;Time;4667600
NMF-Incremental_DisabledTieredPGO;Q1;2;0;7;Update;Memory;90583040
NMF-Incremental_DisabledTieredPGO;Q1;2;0;7;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;8;Update;Time;1560500
NMF-Incremental_DisabledTieredPGO;Q1;2;0;8;Update;Memory;90714112
NMF-Incremental_DisabledTieredPGO;Q1;2;0;8;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;9;Update;Time;10000
NMF-Incremental_DisabledTieredPGO;Q1;2;0;9;Update;Memory;90845184
NMF-Incremental_DisabledTieredPGO;Q1;2;0;9;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;10;Update;Time;3190700
NMF-Incremental_DisabledTieredPGO;Q1;2;0;10;Update;Memory;91238400
NMF-Incremental_DisabledTieredPGO;Q1;2;0;10;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;11;Update;Time;935000
NMF-Incremental_DisabledTieredPGO;Q1;2;0;11;Update;Memory;91369472
NMF-Incremental_DisabledTieredPGO;Q1;2;0;11;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;12;Update;Time;4987700
NMF-Incremental_DisabledTieredPGO;Q1;2;0;12;Update;Memory;91762688
NMF-Incremental_DisabledTieredPGO;Q1;2;0;12;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;13;Update;Time;731000
NMF-Incremental_DisabledTieredPGO;Q1;2;0;13;Update;Memory;92024832
NMF-Incremental_DisabledTieredPGO;Q1;2;0;13;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;14;Update;Time;9000
NMF-Incremental_DisabledTieredPGO;Q1;2;0;14;Update;Memory;92024832
NMF-Incremental_DisabledTieredPGO;Q1;2;0;14;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;15;Update;Time;725900
NMF-Incremental_DisabledTieredPGO;Q1;2;0;15;Update;Memory;92155904
NMF-Incremental_DisabledTieredPGO;Q1;2;0;15;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;16;Update;Time;4399900
NMF-Incremental_DisabledTieredPGO;Q1;2;0;16;Update;Memory;92418048
NMF-Incremental_DisabledTieredPGO;Q1;2;0;16;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;17;Update;Time;5419000
NMF-Incremental_DisabledTieredPGO;Q1;2;0;17;Update;Memory;92942336
NMF-Incremental_DisabledTieredPGO;Q1;2;0;17;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;18;Update;Time;1244600
NMF-Incremental_DisabledTieredPGO;Q1;2;0;18;Update;Memory;93204480
NMF-Incremental_DisabledTieredPGO;Q1;2;0;18;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;19;Update;Time;298700
NMF-Incremental_DisabledTieredPGO;Q1;2;0;19;Update;Memory;93466624
NMF-Incremental_DisabledTieredPGO;Q1;2;0;19;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;0;20;Update;Time;8800
NMF-Incremental_DisabledTieredPGO;Q1;2;0;20;Update;Memory;93466624
NMF-Incremental_DisabledTieredPGO;Q1;2;0;20;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Initialization;Time;344482600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Initialization;Memory;73793536
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Load;Time;101352800
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Load;Memory;81526784
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Initial;Time;502144600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Initial;Memory;99614720
NMF-Incremental_DisabledTieredPGO;Q1;2;1;0;Initial;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;1;1;Update;Time;35490800
NMF-Incremental_DisabledTieredPGO;Q1;2;1;1;Update;Memory;99876864
NMF-Incremental_DisabledTieredPGO;Q1;2;1;1;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;1;2;Update;Time;4374800
NMF-Incremental_DisabledTieredPGO;Q1;2;1;2;Update;Memory;99569664
NMF-Incremental_DisabledTieredPGO;Q1;2;1;2;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;1;3;Update;Time;8200
NMF-Incremental_DisabledTieredPGO;Q1;2;1;3;Update;Memory;95858688
NMF-Incremental_DisabledTieredPGO;Q1;2;1;3;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;1;4;Update;Time;1730000
NMF-Incremental_DisabledTieredPGO;Q1;2;1;4;Update;Memory;92266496
NMF-Incremental_DisabledTieredPGO;Q1;2;1;4;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;5;Update;Time;5811200
NMF-Incremental_DisabledTieredPGO;Q1;2;1;5;Update;Memory;89321472
NMF-Incremental_DisabledTieredPGO;Q1;2;1;5;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;6;Update;Time;3764300
NMF-Incremental_DisabledTieredPGO;Q1;2;1;6;Update;Memory;89845760
NMF-Incremental_DisabledTieredPGO;Q1;2;1;6;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;7;Update;Time;4502600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;7;Update;Memory;90238976
NMF-Incremental_DisabledTieredPGO;Q1;2;1;7;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;8;Update;Time;1348400
NMF-Incremental_DisabledTieredPGO;Q1;2;1;8;Update;Memory;90370048
NMF-Incremental_DisabledTieredPGO;Q1;2;1;8;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;9;Update;Time;7600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;9;Update;Memory;90501120
NMF-Incremental_DisabledTieredPGO;Q1;2;1;9;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;10;Update;Time;2965300
NMF-Incremental_DisabledTieredPGO;Q1;2;1;10;Update;Memory;90894336
NMF-Incremental_DisabledTieredPGO;Q1;2;1;10;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;11;Update;Time;969900
NMF-Incremental_DisabledTieredPGO;Q1;2;1;11;Update;Memory;91025408
NMF-Incremental_DisabledTieredPGO;Q1;2;1;11;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;12;Update;Time;3901500
NMF-Incremental_DisabledTieredPGO;Q1;2;1;12;Update;Memory;91418624
NMF-Incremental_DisabledTieredPGO;Q1;2;1;12;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;13;Update;Time;739100
NMF-Incremental_DisabledTieredPGO;Q1;2;1;13;Update;Memory;91549696
NMF-Incremental_DisabledTieredPGO;Q1;2;1;13;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;14;Update;Time;7600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;14;Update;Memory;91549696
NMF-Incremental_DisabledTieredPGO;Q1;2;1;14;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;15;Update;Time;653000
NMF-Incremental_DisabledTieredPGO;Q1;2;1;15;Update;Memory;91680768
NMF-Incremental_DisabledTieredPGO;Q1;2;1;15;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;16;Update;Time;4130600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;16;Update;Memory;91942912
NMF-Incremental_DisabledTieredPGO;Q1;2;1;16;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;17;Update;Time;3838600
NMF-Incremental_DisabledTieredPGO;Q1;2;1;17;Update;Memory;92467200
NMF-Incremental_DisabledTieredPGO;Q1;2;1;17;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;18;Update;Time;1290100
NMF-Incremental_DisabledTieredPGO;Q1;2;1;18;Update;Memory;92729344
NMF-Incremental_DisabledTieredPGO;Q1;2;1;18;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;19;Update;Time;471100
NMF-Incremental_DisabledTieredPGO;Q1;2;1;19;Update;Memory;92991488
NMF-Incremental_DisabledTieredPGO;Q1;2;1;19;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;1;20;Update;Time;9900
NMF-Incremental_DisabledTieredPGO;Q1;2;1;20;Update;Memory;92991488
NMF-Incremental_DisabledTieredPGO;Q1;2;1;20;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Initialization;Time;377289900
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Initialization;Memory;73793536
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Load;Time;80547800
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Load;Memory;81526784
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Initial;Time;466172600
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Initial;Memory;99221504
NMF-Incremental_DisabledTieredPGO;Q1;2;2;0;Initial;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;2;1;Update;Time;31099600
NMF-Incremental_DisabledTieredPGO;Q1;2;2;1;Update;Memory;99483648
NMF-Incremental_DisabledTieredPGO;Q1;2;2;1;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;2;2;Update;Time;4713900
NMF-Incremental_DisabledTieredPGO;Q1;2;2;2;Update;Memory;99213312
NMF-Incremental_DisabledTieredPGO;Q1;2;2;2;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;2;3;Update;Time;8100
NMF-Incremental_DisabledTieredPGO;Q1;2;2;3;Update;Memory;95502336
NMF-Incremental_DisabledTieredPGO;Q1;2;2;3;Update;Elements;167197|723178|404286
NMF-Incremental_DisabledTieredPGO;Q1;2;2;4;Update;Time;1711300
NMF-Incremental_DisabledTieredPGO;Q1;2;2;4;Update;Memory;91910144
NMF-Incremental_DisabledTieredPGO;Q1;2;2;4;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;5;Update;Time;6178800
NMF-Incremental_DisabledTieredPGO;Q1;2;2;5;Update;Memory;88965120
NMF-Incremental_DisabledTieredPGO;Q1;2;2;5;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;6;Update;Time;3759200
NMF-Incremental_DisabledTieredPGO;Q1;2;2;6;Update;Memory;89489408
NMF-Incremental_DisabledTieredPGO;Q1;2;2;6;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;7;Update;Time;4725000
NMF-Incremental_DisabledTieredPGO;Q1;2;2;7;Update;Memory;90013696
NMF-Incremental_DisabledTieredPGO;Q1;2;2;7;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;8;Update;Time;1431500
NMF-Incremental_DisabledTieredPGO;Q1;2;2;8;Update;Memory;90144768
NMF-Incremental_DisabledTieredPGO;Q1;2;2;8;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;9;Update;Time;8500
NMF-Incremental_DisabledTieredPGO;Q1;2;2;9;Update;Memory;90144768
NMF-Incremental_DisabledTieredPGO;Q1;2;2;9;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;10;Update;Time;2964000
NMF-Incremental_DisabledTieredPGO;Q1;2;2;10;Update;Memory;90537984
NMF-Incremental_DisabledTieredPGO;Q1;2;2;10;Update;Elements;404236|167197|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;11;Update;Time;1135700
NMF-Incremental_DisabledTieredPGO;Q1;2;2;11;Update;Memory;90669056
NMF-Incremental_DisabledTieredPGO;Q1;2;2;11;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;12;Update;Time;4472000
NMF-Incremental_DisabledTieredPGO;Q1;2;2;12;Update;Memory;91062272
NMF-Incremental_DisabledTieredPGO;Q1;2;2;12;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;13;Update;Time;904400
NMF-Incremental_DisabledTieredPGO;Q1;2;2;13;Update;Memory;91193344
NMF-Incremental_DisabledTieredPGO;Q1;2;2;13;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;14;Update;Time;12700
NMF-Incremental_DisabledTieredPGO;Q1;2;2;14;Update;Memory;91193344
NMF-Incremental_DisabledTieredPGO;Q1;2;2;14;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;15;Update;Time;863500
NMF-Incremental_DisabledTieredPGO;Q1;2;2;15;Update;Memory;91193344
NMF-Incremental_DisabledTieredPGO;Q1;2;2;15;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;16;Update;Time;5564800
NMF-Incremental_DisabledTieredPGO;Q1;2;2;16;Update;Memory;91586560
NMF-Incremental_DisabledTieredPGO;Q1;2;2;16;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;17;Update;Time;4489500
NMF-Incremental_DisabledTieredPGO;Q1;2;2;17;Update;Memory;92110848
NMF-Incremental_DisabledTieredPGO;Q1;2;2;17;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;18;Update;Time;1115400
NMF-Incremental_DisabledTieredPGO;Q1;2;2;18;Update;Memory;92504064
NMF-Incremental_DisabledTieredPGO;Q1;2;2;18;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;19;Update;Time;315100
NMF-Incremental_DisabledTieredPGO;Q1;2;2;19;Update;Memory;92766208
NMF-Incremental_DisabledTieredPGO;Q1;2;2;19;Update;Elements;167197|404236|723178
NMF-Incremental_DisabledTieredPGO;Q1;2;2;20;Update;Time;9000
